,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,number_cnt,Category,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Closure_Code,No_of_Related_Interactions,Handle_Time_hrs,Ticket_Age,Open_Hour,Open_Day,Open_Month,Open_Year,Is_Weekend
23965,application,Web Based Application,IM0024219,4,4,4.0,0.851547604,incident,0.0,2013-12-27 11:10:00,2013-12-27 14:35:00,2013-12-27 14:35:00,Other,1.0,3.4166666666666665,0,11,4,12,2013,False
23966,computer,Banking Device,IM0024220,2,2,2.0,0.862978335,incident,0.0,2013-12-27 11:12:00,2013-10-10 12:53:00,2013-12-27 14:24:00,Other,1.0,3.2,0,11,4,12,2013,False
23967,subapplication,Web Based Application,IM0024221,4,4,4.0,0.075811092,incident,0.0,2013-12-27 11:16:00,2013-12-27 14:06:00,2013-12-27 14:07:00,Software,1.0,2.85,0,11,4,12,2013,False
23968,application,Server Based Application,IM0024222,5,5,5.0,0.732982993,incident,0.0,2013-12-27 11:32:00,2013-12-27 11:41:00,2013-12-27 11:41:00,Other,1.0,0.15,0,11,4,12,2013,False
23969,application,Server Based Application,IM0024224,4,4,4.0,0.876592891,request for information,0.0,2013-12-27 11:37:00,2014-01-06 10:16:00,2014-01-06 10:16:00,No error - works as designed,1.0,238.65,9,11,4,12,2013,False
23970,application,Server Based Application,IM0024225,5,5,5.0,0.865177223,request for information,4.0,2013-12-27 11:39:00,2014-01-10 15:20:00,2014-01-10 15:20:00,Other,1.0,339.68333333333334,14,11,4,12,2013,False
23971,subapplication,Web Based Application,IM0024226,4,4,4.0,0.25553405,incident,0.0,2013-12-27 11:42:00,2013-12-27 12:09:00,2013-12-27 12:09:00,Software,1.0,0.45,0,11,4,12,2013,False
23972,application,Web Based Application,IM0024227,4,4,4.0,0.201732786,incident,0.0,2013-12-27 11:49:00,2013-12-30 08:27:00,2013-12-30 08:27:00,Software,1.0,68.63333333333334,2,11,4,12,2013,False
23973,application,Desktop Application,IM0024228,4,4,4.0,0.577031008,incident,0.0,2013-12-27 11:53:00,2013-12-27 13:24:00,2013-12-27 13:24:00,No error - works as designed,1.0,1.5166666666666666,0,11,4,12,2013,False
23974,subapplication,Web Based Application,IM0024229,4,4,4.0,0.625743828,incident,1.0,2013-12-27 12:00:00,2013-12-30 13:21:00,2013-12-30 13:21:00,Software,1.0,73.35,3,12,4,12,2013,False
23975,application,Web Based Application,IM0024230,5,5,5.0,0.342739449,incident,0.0,2013-12-27 12:02:00,2013-12-27 12:52:00,2013-12-27 12:53:00,Software,1.0,0.85,0,12,4,12,2013,False
23976,application,Web Based Application,IM0024231,4,4,4.0,0.442460771,incident,5.0,2013-12-27 12:07:00,2014-01-07 10:45:00,2014-01-07 10:45:00,Other,1.0,262.6333333333333,10,12,4,12,2013,False
23977,computer,Banking Device,IM0024232,2,2,2.0,0.69748941,incident,0.0,2013-12-27 12:15:00,2013-10-10 12:53:00,2013-12-30 08:28:00,Other,1.0,68.21666666666667,2,12,4,12,2013,False
23978,subapplication,Web Based Application,IM0024233,4,4,4.0,0.477529422,incident,0.0,2013-12-27 12:23:00,2013-12-27 14:32:00,2013-12-27 14:32:00,Other,1.0,2.15,0,12,4,12,2013,False
23979,application,Web Based Application,IM0024234,4,4,4.0,0.720960983,incident,0.0,2013-12-27 12:24:00,2013-12-27 13:12:00,2013-12-27 13:12:00,Data,1.0,0.8,0,12,4,12,2013,False
23980,software,System Software,IM0024235,3,3,3.0,0.282377515,incident,0.0,2013-12-27 12:39:00,2013-12-27 12:45:00,2013-12-27 12:45:00,User error,1.0,0.1,0,12,4,12,2013,False
23981,application,Citrix,IM0024236,4,4,4.0,0.010276102,incident,1.0,2013-12-27 12:42:00,2013-12-31 14:15:00,2013-12-31 14:15:00,Other,2.0,97.55,4,12,4,12,2013,False
23982,subapplication,Web Based Application,IM0024237,4,4,4.0,0.141059982,incident,0.0,2013-12-27 12:43:00,2013-12-27 13:58:00,2013-12-27 13:58:00,Software,1.0,1.25,0,12,4,12,2013,False
23983,application,Server Based Application,IM0024238,3,3,3.0,0.040590445,incident,2.0,2013-12-27 12:46:00,2013-12-31 15:28:00,2013-12-31 15:28:00,Hardware,1.0,98.7,4,12,4,12,2013,False
23984,subapplication,Server Based Application,IM0024239,5,5,5.0,0.617659913,request for information,0.0,2013-12-27 12:51:00,2013-12-27 13:36:00,2013-12-27 13:36:00,Data,1.0,0.75,0,12,4,12,2013,False
23985,application,Web Based Application,IM0024240,4,4,4.0,0.965518406,incident,6.0,2013-12-27 12:59:00,2014-02-17 16:24:00,2014-02-17 16:24:00,Other,2.0,1251.4166666666667,52,12,4,12,2013,False
23986,application,Desktop Application,IM0024241,4,4,4.0,0.11439402,incident,0.0,2013-12-27 13:18:00,2013-12-30 12:18:00,2013-12-30 12:18:00,Software,1.0,71.0,2,13,4,12,2013,False
23987,application,Web Based Application,IM0024242,5,5,5.0,0.512111717,incident,0.0,2013-12-27 13:20:00,2013-12-27 16:00:00,2013-12-27 16:01:00,Software,1.0,2.683333333333333,0,13,4,12,2013,False
23988,application,Server Based Application,IM0024243,4,4,4.0,0.672349231,incident,0.0,2013-12-27 13:21:00,2013-12-30 12:45:00,2013-12-30 12:46:00,Software,1.0,71.41666666666667,2,13,4,12,2013,False
23989,hardware,DataCenterEquipment,IM0024244,3,3,3.0,0.278389327,incident,0.0,2013-12-27 13:21:00,2013-12-27 13:37:00,2013-12-27 13:39:00,Hardware,1.0,0.3,0,13,4,12,2013,False
23990,application,Web Based Application,IM0024245,4,4,4.0,0.594905244,incident,3.0,2013-12-27 13:38:00,2013-12-31 12:03:00,2013-12-31 12:09:00,Other,1.0,94.51666666666667,3,13,4,12,2013,False
23991,application,Server Based Application,IM0024246,4,4,4.0,0.740913519,request for information,0.0,2013-12-27 13:57:00,2013-12-31 16:05:00,2013-12-31 16:14:00,No error - works as designed,1.0,98.28333333333333,4,13,4,12,2013,False
23992,subapplication,Web Based Application,IM0024247,5,5,5.0,0.641161942,incident,0.0,2013-12-27 13:59:00,2013-12-27 15:54:00,2013-12-27 15:55:00,Other,1.0,1.9333333333333333,0,13,4,12,2013,False
23993,application,Server Based Application,IM0024248,5,5,5.0,0.43155771,incident,0.0,2013-12-27 14:10:00,2013-12-30 11:18:00,2013-12-30 11:18:00,Data,1.0,69.13333333333334,2,14,4,12,2013,False
23994,application,Web Based Application,IM0024249,4,4,4.0,0.090523342,incident,1.0,2013-12-27 14:28:00,2013-12-27 15:56:00,2013-12-27 15:58:00,Other,1.0,1.5,0,14,4,12,2013,False
23995,application,Server Based Application,IM0024250,4,4,4.0,0.239291873,incident,0.0,2013-12-27 14:33:00,2013-12-27 14:57:00,2013-12-27 14:57:00,User error,1.0,0.4,0,14,4,12,2013,False
23996,storage,SAN,IM0024251,5,5,5.0,0.257753775,incident,1.0,2013-12-27 14:41:00,2013-12-30 10:02:00,2013-12-30 10:03:00,Other,1.0,67.36666666666666,2,14,4,12,2013,False
23997,application,Server Based Application,IM0024252,3,3,3.0,0.157398728,incident,0.0,2013-12-27 14:42:00,2013-12-27 14:45:00,2013-12-27 14:45:00,Operator error,1.0,0.05,0,14,4,12,2013,False
23998,application,Server Based Application,IM0024253,4,4,4.0,0.031661098,incident,3.0,2013-12-27 15:15:00,2013-12-31 15:06:00,2013-12-31 15:06:00,Other,1.0,95.85,3,15,4,12,2013,False
23999,application,Desktop Application,IM0024254,5,5,5.0,0.254634013,request for information,0.0,2013-12-27 15:32:00,2013-12-27 16:08:00,2013-12-27 16:08:00,Other,1.0,0.6,0,15,4,12,2013,False
24000,application,Web Based Application,IM0024255,4,4,4.0,0.194879731,incident,0.0,2013-12-27 15:34:00,2013-12-27 16:15:00,2013-12-27 16:15:00,Software,1.0,0.6833333333333333,0,15,4,12,2013,False
24001,displaydevice,Monitor,IM0024256,5,4,4.0,0.820199451,request for information,2.0,2013-12-27 15:36:00,2013-10-10 12:53:00,2014-01-06 10:34:00,Other,1.0,234.96666666666667,9,15,4,12,2013,False
24002,application,Web Based Application,IM0024257,5,5,5.0,0.320413287,incident,1.0,2013-12-27 15:56:00,2013-12-31 14:48:00,2013-12-31 14:49:00,Software,1.0,94.88333333333334,3,15,4,12,2013,False
24003,computer,Laptop,IM0024258,4,4,4.0,0.063609242,incident,2.0,2013-12-27 15:59:00,2014-01-02 15:10:00,2014-01-02 15:10:00,Hardware,1.0,143.18333333333334,5,15,4,12,2013,False
24004,subapplication,Web Based Application,IM0024259,4,4,4.0,0.746142881,incident,4.0,2013-12-27 16:01:00,2014-01-06 14:07:00,2014-01-06 14:08:00,Hardware,1.0,238.11666666666667,9,16,4,12,2013,False
24005,subapplication,Web Based Application,IM0024260,5,5,5.0,0.013316075,incident,3.0,2013-12-27 13:15:00,2014-01-02 14:28:00,2014-01-02 14:29:00,Other,1.0,145.23333333333332,6,13,4,12,2013,False
24006,subapplication,Web Based Application,IM0024261,4,4,4.0,0.493043239,incident,0.0,2013-12-27 14:02:00,2013-12-27 15:00:00,2013-12-27 15:00:00,Software,1.0,0.9666666666666667,0,14,4,12,2013,False
24007,application,Server Based Application,IM0024262,5,5,5.0,0.888338833,request for information,0.0,2013-12-27 14:09:00,2013-12-31 13:37:00,2013-12-31 13:37:00,Other,1.0,95.46666666666667,3,14,4,12,2013,False
24008,application,Server Based Application,IM0024263,5,5,5.0,0.145658927,request for information,0.0,2013-12-27 14:21:00,2013-12-27 16:06:00,2013-12-27 16:07:00,Other,1.0,1.7666666666666666,0,14,4,12,2013,False
24009,application,Server Based Application,IM0024264,5,5,5.0,0.048748383,request for information,0.0,2013-12-27 14:33:00,2013-12-27 16:09:00,2013-12-27 16:09:00,Other,1.0,1.6,0,14,4,12,2013,False
24010,subapplication,Web Based Application,IM0024265,4,4,4.0,0.294257048,incident,0.0,2013-12-27 14:37:00,2013-12-27 15:12:00,2013-12-27 15:12:00,User error,1.0,0.5833333333333334,0,14,4,12,2013,False
24011,subapplication,Web Based Application,IM0024266,4,4,4.0,0.447148356,incident,0.0,2013-12-27 14:40:00,2013-12-27 14:55:00,2013-12-27 14:55:00,Software,1.0,0.25,0,14,4,12,2013,False
24012,application,Server Based Application,IM0024267,4,4,4.0,0.819484952,incident,1.0,2013-12-27 14:41:00,2013-12-31 13:23:00,2013-12-31 13:23:00,Other,1.0,94.7,3,14,4,12,2013,False
24013,subapplication,Web Based Application,IM0024268,4,4,4.0,0.273270377,incident,0.0,2013-12-27 14:46:00,2013-12-27 15:06:00,2013-12-27 15:06:00,Software,1.0,0.3333333333333333,0,14,4,12,2013,False
24014,application,Server Based Application,IM0024269,3,3,3.0,0.475323636,incident,0.0,2013-12-27 14:47:00,2013-10-10 12:53:00,2013-12-27 14:50:00,User error,1.0,0.05,0,14,4,12,2013,False
24015,application,Server Based Application,IM0024270,5,5,5.0,0.411710463,request for information,0.0,2013-12-27 14:52:00,2013-12-27 14:58:00,2013-12-27 14:59:00,Other,1.0,0.11666666666666667,0,14,4,12,2013,False
24016,application,SAP,IM0024271,5,5,5.0,0.947940466,request for information,4.0,2013-12-27 15:10:00,2014-01-13 14:52:00,2014-01-13 14:52:00,Other,2.0,407.7,16,15,4,12,2013,False
24017,application,SAP,IM0024272,5,5,5.0,0.130172657,request for information,10.0,2013-12-27 15:22:00,2014-01-06 09:03:00,2014-01-06 09:03:00,Other,3.0,233.68333333333334,9,15,4,12,2013,False
24018,storage,SAN,IM0024273,4,4,4.0,0.277567141,incident,0.0,2013-12-27 15:42:00,2013-12-27 16:01:00,2013-12-27 16:02:00,Software,1.0,0.3333333333333333,0,15,4,12,2013,False
24019,application,Server Based Application,IM0024274,5,5,5.0,0.222390615,request for information,4.0,2013-12-27 15:46:00,2014-02-03 14:43:00,2014-02-03 14:43:00,Other,1.0,910.95,37,15,4,12,2013,False
24020,storage,SAN,IM0024275,4,4,4.0,0.677585374,incident,0.0,2013-12-27 15:48:00,2014-01-09 15:16:00,2014-01-09 15:16:00,Software,1.0,311.46666666666664,12,15,4,12,2013,False
24021,subapplication,Web Based Application,IM0024276,5,5,5.0,0.982576331,incident,0.0,2013-12-27 15:55:00,2013-12-27 16:34:00,2013-12-27 16:34:00,No error - works as designed,1.0,0.65,0,15,4,12,2013,False
24022,application,Web Based Application,IM0024277,4,4,4.0,0.896729743,incident,0.0,2013-12-27 15:56:00,2013-12-27 16:44:00,2013-12-27 16:44:00,Software,1.0,0.8,0,15,4,12,2013,False
24023,application,Server Based Application,IM0024278,5,5,5.0,0.252020109,request for information,0.0,2013-12-27 16:00:00,2013-12-30 14:34:00,2013-12-30 14:34:00,Other,1.0,70.56666666666666,2,16,4,12,2013,False
24024,application,Server Based Application,IM0024279,2,2,2.0,0.397935556,incident,1.0,2013-12-27 16:05:00,2013-12-27 19:55:00,2013-12-27 19:55:00,Operator error,1.0,3.8333333333333335,0,16,4,12,2013,False
24025,application,Server Based Application,IM0024280,3,3,3.0,0.279981222,incident,0.0,2013-12-27 16:11:00,2013-12-27 16:26:00,2013-12-27 16:26:00,User error,1.0,0.25,0,16,4,12,2013,False
24026,application,Web Based Application,IM0024281,4,4,4.0,0.436359085,incident,1.0,2013-12-27 16:17:00,2013-12-30 13:57:00,2013-12-30 13:58:00,Other,1.0,69.68333333333334,2,16,4,12,2013,False
24027,subapplication,Web Based Application,IM0024282,4,4,4.0,0.212305461,incident,0.0,2013-12-27 16:21:00,2013-12-27 16:58:00,2013-12-27 16:58:00,No error - works as designed,1.0,0.6166666666666667,0,16,4,12,2013,False
24028,application,Server Based Application,IM0024283,4,4,4.0,0.913689385,incident,2.0,2013-12-27 17:36:00,2014-01-14 13:51:00,2014-01-14 13:51:00,Software,2.0,428.25,17,17,4,12,2013,False
24029,subapplication,Web Based Application,IM0024284,4,4,4.0,0.596675862,incident,0.0,2013-12-27 17:57:00,2013-12-30 07:25:00,2013-12-30 07:25:00,Operator error,1.0,61.46666666666667,2,17,4,12,2013,False
24030,computer,Laptop,IM0024285,5,5,5.0,0.312450222,incident,2.0,2013-12-30 07:53:00,2014-01-02 09:55:00,2014-01-02 09:55:00,Hardware,1.0,74.03333333333333,3,7,0,12,2013,False
24031,application,Web Based Application,IM0024286,3,3,3.0,0.962837779,incident,3.0,2013-12-30 08:06:00,2013-12-30 11:38:00,2013-12-30 11:38:00,Other,1.0,3.533333333333333,0,8,0,12,2013,False
24032,application,Desktop Application,IM0024287,5,4,4.0,0.622474428,incident,1.0,2013-12-30 08:16:00,2014-01-06 10:37:00,2014-01-06 10:37:00,Other,1.0,170.35,7,8,0,12,2013,False
24033,application,Citrix,IM0024288,4,4,4.0,0.322271491,incident,0.0,2013-12-30 08:21:00,2013-12-30 09:41:00,2013-12-30 09:41:00,Software,1.0,1.3333333333333333,0,8,0,12,2013,False
24034,application,Desktop Application,IM0024289,5,4,4.0,0.522150936,incident,0.0,2013-12-30 08:32:00,2013-12-30 09:23:00,2013-12-30 09:23:00,Software,1.0,0.85,0,8,0,12,2013,False
24035,application,Web Based Application,IM0024290,3,3,3.0,0.632796961,incident,0.0,2013-12-30 08:32:00,2013-12-30 14:25:00,2013-12-30 14:27:00,Unknown,9.0,5.916666666666667,0,8,0,12,2013,False
24036,subapplication,Web Based Application,IM0024291,5,5,5.0,0.757498127,incident,0.0,2013-12-30 08:43:00,2013-12-30 09:25:00,2013-12-30 09:25:00,Other,1.0,0.7,0,8,0,12,2013,False
24037,database,Database,IM0024292,3,3,3.0,0.971900754,incident,0.0,2013-12-30 08:45:00,2013-12-30 11:17:00,2013-12-30 11:17:00,User error,1.0,2.533333333333333,0,8,0,12,2013,False
24038,application,Desktop Application,IM0024293,5,4,4.0,0.721971636,incident,0.0,2013-12-30 08:46:00,2013-12-30 09:21:00,2013-12-30 09:21:00,Software,1.0,0.5833333333333334,0,8,0,12,2013,False
24039,subapplication,Web Based Application,IM0024294,4,4,4.0,0.237400117,incident,0.0,2013-12-30 08:55:00,2013-12-30 09:26:00,2013-12-30 09:26:00,Other,1.0,0.5166666666666667,0,8,0,12,2013,False
24040,application,Server Based Application,IM0024295,5,5,5.0,0.561303919,request for information,0.0,2013-12-30 09:02:00,2013-12-30 09:36:00,2013-12-30 09:36:00,Other,1.0,0.5666666666666667,0,9,0,12,2013,False
24041,application,Server Based Application,IM0024296,5,5,5.0,0.55238399,request for information,9.0,2013-12-30 09:03:00,2013-12-31 11:43:00,2013-12-31 11:43:00,Other,1.0,26.666666666666668,1,9,0,12,2013,False
24042,application,Desktop Application,IM0024297,4,3,4.0,0.914828084,incident,0.0,2013-12-30 09:04:00,2013-12-30 10:29:00,2013-12-30 10:30:00,Other,1.0,1.4333333333333333,0,9,0,12,2013,False
24043,subapplication,Web Based Application,IM0024298,3,3,3.0,0.439173687,incident,2.0,2013-12-27 13:37:00,2013-12-30 14:15:00,2013-12-30 14:17:00,Other,1.0,72.66666666666667,3,13,4,12,2013,False
24044,application,Server Based Application,IM0024299,4,4,4.0,0.286713971,incident,0.0,2013-12-27 13:38:00,2013-12-27 13:54:00,2013-12-27 13:54:00,User error,1.0,0.26666666666666666,0,13,4,12,2013,False
24045,application,Server Based Application,IM0024300,5,5,5.0,0.769728167,request for information,0.0,2013-12-27 13:40:00,2014-01-03 08:49:00,2014-01-03 08:50:00,No error - works as designed,1.0,163.16666666666666,6,13,4,12,2013,False
24046,application,Desktop Application,IM0024301,4,4,4.0,0.83337271,incident,0.0,2013-12-27 13:51:00,2013-12-27 14:19:00,2013-12-27 14:19:00,User error,1.0,0.4666666666666667,0,13,4,12,2013,False
24047,application,Web Based Application,IM0024302,4,4,4.0,0.936428272,incident,0.0,2013-12-27 13:52:00,2013-12-27 14:19:00,2013-12-27 14:19:00,Other,1.0,0.45,0,13,4,12,2013,False
24048,subapplication,Server Based Application,IM0024303,5,5,5.0,0.688669573,request for information,0.0,2013-12-27 13:53:00,2013-12-27 14:15:00,2013-12-27 14:15:00,Data,1.0,0.36666666666666664,0,13,4,12,2013,False
24049,application,Server Based Application,IM0024304,5,5,5.0,0.550310993,incident,2.0,2013-12-27 13:59:00,2013-12-30 15:00:00,2013-12-30 15:00:00,Other,1.0,73.01666666666667,3,13,4,12,2013,False
24050,application,Web Based Application,IM0024305,4,4,4.0,0.689850621,incident,0.0,2013-12-27 14:07:00,2013-12-27 14:21:00,2013-12-27 14:22:00,Other,1.0,0.25,0,14,4,12,2013,False
24051,application,Server Based Application,IM0024306,4,3,4.0,0.35970089,incident,0.0,2013-12-27 14:08:00,2013-12-27 14:09:00,2013-12-27 14:09:00,Referred,1.0,0.016666666666666666,0,14,4,12,2013,False
24052,application,Server Based Application,IM0024307,4,3,4.0,0.675247141,incident,0.0,2013-12-27 14:35:00,2013-12-27 14:37:00,2013-12-27 14:37:00,Hardware,1.0,0.03333333333333333,0,14,4,12,2013,False
24053,application,Web Based Application,IM0024308,4,4,4.0,0.841131794,incident,0.0,2013-12-27 14:58:00,2013-12-27 16:41:00,2013-12-27 16:41:00,Software,1.0,1.7166666666666666,0,14,4,12,2013,False
24054,application,Web Based Application,IM0024309,4,4,4.0,0.794482306,incident,0.0,2013-12-27 15:05:00,2013-12-27 16:40:00,2013-12-27 16:40:00,Software,1.0,1.5833333333333333,0,15,4,12,2013,False
24055,application,Server Based Application,IM0024310,3,3,3.0,0.435506609,incident,0.0,2013-12-27 15:13:00,2013-12-27 15:15:00,2013-12-27 15:15:00,Hardware,1.0,0.03333333333333333,0,15,4,12,2013,False
24056,application,Server Based Application,IM0024311,4,4,4.0,0.991680233,incident,0.0,2013-12-27 15:27:00,2014-01-06 13:40:00,2014-01-06 13:40:00,Software,1.0,238.21666666666667,9,15,4,12,2013,False
24057,computer,Banking Device,IM0024312,2,2,2.0,0.256097453,incident,0.0,2013-12-27 15:33:00,2013-10-10 12:53:00,2013-12-30 10:06:00,Other,1.0,66.55,2,15,4,12,2013,False
24058,subapplication,Web Based Application,IM0024313,4,4,4.0,0.407630738,incident,0.0,2013-12-27 15:33:00,2013-12-27 15:55:00,2013-12-27 15:55:00,User error,1.0,0.36666666666666664,0,15,4,12,2013,False
24059,subapplication,Web Based Application,IM0024314,4,4,4.0,0.217498891,incident,0.0,2013-12-27 16:05:00,2013-12-31 11:55:00,2013-12-31 11:55:00,Software,3.0,91.83333333333333,3,16,4,12,2013,False
24060,subapplication,Web Based Application,IM0024315,4,4,4.0,0.449731334,incident,0.0,2013-12-27 16:10:00,2013-12-30 08:26:00,2013-12-30 08:28:00,Software,1.0,64.3,2,16,4,12,2013,False
24061,application,Web Based Application,IM0024316,5,5,5.0,0.099643336,incident,2.0,2013-12-27 16:16:00,2013-12-30 09:49:00,2013-12-30 09:49:00,Other,1.0,65.55,2,16,4,12,2013,False
24062,computer,Desktop,IM0024317,5,5,5.0,0.133262646,incident,0.0,2013-12-27 16:27:00,2014-01-02 14:29:00,2014-01-02 14:29:00,Hardware,1.0,142.03333333333333,5,16,4,12,2013,False
24063,subapplication,Server Based Application,IM0024318,5,5,5.0,0.192118811,request for information,0.0,2013-12-27 16:40:00,2013-12-27 16:58:00,2013-12-27 16:58:00,Data,1.0,0.3,0,16,4,12,2013,False
24064,application,Desktop Application,IM0024319,3,3,3.0,0.839910803,incident,0.0,2013-12-27 16:40:00,2013-12-30 10:26:00,2013-12-30 10:26:00,Hardware,1.0,65.76666666666667,2,16,4,12,2013,False
24065,computer,Banking Device,IM0024320,2,2,2.0,0.385895867,incident,0.0,2013-12-27 16:44:00,2013-10-10 12:53:00,2013-12-28 11:47:00,Other,1.0,19.05,0,16,4,12,2013,False
24066,computer,Banking Device,IM0024321,2,2,2.0,0.867099458,incident,0.0,2013-12-27 16:51:00,2013-10-10 12:53:00,2013-12-30 10:03:00,Other,1.0,65.2,2,16,4,12,2013,False
24067,application,Web Based Application,IM0024322,4,5,4.0,0.85067216,incident,0.0,2013-12-27 16:54:00,2013-12-27 17:04:00,2013-12-27 17:04:00,Software,1.0,0.16666666666666666,0,16,4,12,2013,False
24068,application,Web Based Application,IM0024323,5,5,5.0,0.365511425,incident,0.0,2013-12-27 17:04:00,2013-12-30 11:36:00,2013-12-30 11:38:00,Software,1.0,66.56666666666666,2,17,4,12,2013,False
